Specimen Collection Date,Age Group,New Confirmed Cases,Cumulative Confirmed Cases,Last Updated at
2020/07/03,70-79,1,188,02/02/2021 02:15:04 PM
2020/07/04,70-79,0,188,02/02/2021 02:15:04 PM
2020/07/05,70-79,0,188,02/02/2021 02:15:04 PM
2020/07/06,70-79,2,190,02/02/2021 02:15:04 PM
2020/07/07,70-79,1,191,02/02/2021 02:15:04 PM
2020/07/08,70-79,5,196,02/02/2021 02:15:04 PM
2020/07/09,70-79,2,198,02/02/2021 02:15:04 PM
2020/07/10,70-79,2,200,02/02/2021 02:15:04 PM
2020/07/11,70-79,1,201,02/02/2021 02:15:04 PM
2020/07/12,70-79,3,204,02/02/2021 02:15:04 PM
2020/07/13,70-79,2,206,02/02/2021 02:15:04 PM
2020/07/14,70-79,2,208,02/02/2021 02:15:04 PM
2020/07/15,70-79,2,210,02/02/2021 02:15:04 PM
2020/07/16,70-79,4,214,02/02/2021 02:15:04 PM
2020/07/17,70-79,1,215,02/02/2021 02:15:04 PM
2020/07/18,70-79,2,217,02/02/2021 02:15:04 PM
2020/07/19,70-79,1,218,02/02/2021 02:15:04 PM
2020/07/20,70-79,3,221,02/02/2021 02:15:04 PM
2020/07/21,70-79,2,223,02/02/2021 02:15:04 PM
2020/07/22,70-79,6,229,02/02/2021 02:15:04 PM
2020/07/23,70-79,3,232,02/02/2021 02:15:04 PM
2020/07/24,70-79,3,235,02/02/2021 02:15:04 PM
2020/07/25,70-79,4,239,02/02/2021 02:15:04 PM
2020/07/26,70-79,1,240,02/02/2021 02:15:04 PM
2020/07/27,70-79,0,240,02/02/2021 02:15:04 PM
2020/07/28,70-79,6,246,02/02/2021 02:15:04 PM
2020/07/29,70-79,1,247,02/02/2021 02:15:04 PM
2020/07/30,70-79,3,250,02/02/2021 02:15:04 PM
2020/07/31,70-79,1,251,02/02/2021 02:15:04 PM
2020/08/01,70-79,4,255,02/02/2021 02:15:04 PM
2020/08/02,70-79,3,258,02/02/2021 02:15:04 PM
2020/08/03,70-79,5,263,02/02/2021 02:15:04 PM
2020/08/04,70-79,3,266,02/02/2021 02:15:04 PM
2020/08/05,70-79,1,267,02/02/2021 02:15:04 PM
2020/08/06,70-79,5,272,02/02/2021 02:15:04 PM
2020/08/07,70-79,8,280,02/02/2021 02:15:04 PM
2020/08/08,70-79,2,282,02/02/2021 02:15:04 PM
2020/08/09,70-79,1,283,02/02/2021 02:15:04 PM
2020/08/10,70-79,5,288,02/02/2021 02:15:04 PM
2020/08/11,70-79,1,289,02/02/2021 02:15:04 PM
2020/08/12,70-79,5,294,02/02/2021 02:15:04 PM
2020/08/13,70-79,3,297,02/02/2021 02:15:04 PM
2020/08/14,70-79,4,301,02/02/2021 02:15:04 PM
2020/08/15,70-79,3,304,02/02/2021 02:15:04 PM
2020/08/16,70-79,3,307,02/02/2021 02:15:04 PM
2020/08/17,70-79,1,308,02/02/2021 02:15:04 PM
2020/08/18,70-79,2,310,02/02/2021 02:15:04 PM
2020/08/19,70-79,5,315,02/02/2021 02:15:04 PM
2020/08/20,70-79,2,317,02/02/2021 02:15:04 PM
2020/08/21,70-79,6,323,02/02/2021 02:15:04 PM
2020/08/22,70-79,0,323,02/02/2021 02:15:04 PM
2020/08/23,70-79,1,324,02/02/2021 02:15:04 PM
2020/08/24,70-79,3,327,02/02/2021 02:15:04 PM
2020/08/25,70-79,5,332,02/02/2021 02:15:04 PM
2020/08/26,70-79,2,334,02/02/2021 02:15:04 PM
2020/08/27,70-79,2,336,02/02/2021 02:15:04 PM
2020/08/28,70-79,2,338,02/02/2021 02:15:04 PM
2020/08/29,70-79,2,340,02/02/2021 02:15:04 PM
2020/08/30,70-79,1,341,02/02/2021 02:15:04 PM
2020/08/31,70-79,1,342,02/02/2021 02:15:04 PM
2020/09/01,70-79,3,345,02/02/2021 02:15:04 PM
2020/09/02,70-79,5,350,02/02/2021 02:15:04 PM
2020/09/03,70-79,4,354,02/02/2021 02:15:04 PM
2020/09/04,70-79,1,355,02/02/2021 02:15:04 PM
2020/09/05,70-79,3,358,02/02/2021 02:15:04 PM
2020/09/06,70-79,0,358,02/02/2021 02:15:04 PM
2020/09/07,70-79,6,364,02/02/2021 02:15:04 PM
2020/09/08,70-79,5,369,02/02/2021 02:15:04 PM
2020/09/09,70-79,5,374,02/02/2021 02:15:04 PM
2020/09/10,70-79,2,376,02/02/2021 02:15:04 PM
2020/09/11,70-79,5,381,02/02/2021 02:15:04 PM
2020/09/12,70-79,3,384,02/02/2021 02:15:04 PM
2020/09/13,70-79,1,385,02/02/2021 02:15:04 PM
2020/09/14,70-79,2,387,02/02/2021 02:15:04 PM
2020/09/15,70-79,5,392,02/02/2021 02:15:04 PM
2020/09/16,70-79,4,396,02/02/2021 02:15:04 PM
2020/09/17,70-79,1,397,02/02/2021 02:15:04 PM
2020/09/18,70-79,2,399,02/02/2021 02:15:04 PM
2020/09/19,70-79,1,400,02/02/2021 02:15:04 PM
2020/09/20,70-79,1,401,02/02/2021 02:15:04 PM
2020/09/21,70-79,1,402,02/02/2021 02:15:04 PM
2020/09/22,70-79,1,403,02/02/2021 02:15:04 PM
2020/09/23,70-79,3,406,02/02/2021 02:15:04 PM
2020/09/24,70-79,2,408,02/02/2021 02:15:04 PM
2020/09/25,70-79,3,411,02/02/2021 02:15:04 PM
2020/09/26,70-79,2,413,02/02/2021 02:15:04 PM
2020/09/27,70-79,1,414,02/02/2021 02:15:04 PM
2020/09/28,70-79,1,415,02/02/2021 02:15:04 PM
2020/09/29,70-79,1,416,02/02/2021 02:15:04 PM
2020/09/30,70-79,3,419,02/02/2021 02:15:04 PM
2020/10/01,70-79,0,419,02/02/2021 02:15:04 PM
2020/10/02,70-79,1,420,02/02/2021 02:15:04 PM
2020/10/03,70-79,0,420,02/02/2021 02:15:04 PM
2020/10/04,70-79,1,421,02/02/2021 02:15:04 PM
2020/10/05,70-79,1,422,02/02/2021 02:15:04 PM
2020/10/06,70-79,1,423,02/02/2021 02:15:04 PM
2020/10/07,70-79,0,423,02/02/2021 02:15:04 PM
2020/10/08,70-79,1,424,02/02/2021 02:15:04 PM
2020/10/09,70-79,2,426,02/02/2021 02:15:04 PM
2020/10/10,70-79,1,427,02/02/2021 02:15:04 PM
2020/10/11,70-79,0,427,02/02/2021 02:15:04 PM
2020/10/12,70-79,2,429,02/02/2021 02:15:04 PM
2020/10/13,70-79,1,430,02/02/2021 02:15:04 PM
2020/10/14,70-79,1,431,02/02/2021 02:15:04 PM
2020/10/15,70-79,0,431,02/02/2021 02:15:04 PM
2020/10/16,70-79,2,433,02/02/2021 02:15:04 PM
2020/10/17,70-79,0,433,02/02/2021 02:15:04 PM
2020/10/18,70-79,0,433,02/02/2021 02:15:04 PM
2020/10/19,70-79,3,436,02/02/2021 02:15:04 PM
2020/10/20,70-79,0,436,02/02/2021 02:15:04 PM
2020/10/21,70-79,0,436,02/02/2021 02:15:04 PM
2020/10/22,70-79,2,438,02/02/2021 02:15:04 PM
2020/10/23,70-79,2,440,02/02/2021 02:15:04 PM
2020/10/24,70-79,3,443,02/02/2021 02:15:04 PM
2020/10/25,70-79,2,445,02/02/2021 02:15:04 PM
2020/10/26,70-79,3,448,02/02/2021 02:15:04 PM
2020/10/27,70-79,5,453,02/02/2021 02:15:04 PM
2020/10/28,70-79,0,453,02/02/2021 02:15:04 PM
2020/10/29,70-79,1,454,02/02/2021 02:15:04 PM
2020/10/30,70-79,1,455,02/02/2021 02:15:04 PM
2020/10/31,70-79,4,459,02/02/2021 02:15:04 PM
2020/11/01,70-79,0,459,02/02/2021 02:15:04 PM
2020/11/02,70-79,2,461,02/02/2021 02:15:04 PM
2020/11/03,70-79,1,462,02/02/2021 02:15:04 PM
2020/11/04,70-79,4,466,02/02/2021 02:15:04 PM
2020/11/05,70-79,3,469,02/02/2021 02:15:04 PM
2020/11/06,70-79,6,475,02/02/2021 02:15:04 PM
2020/11/07,70-79,2,477,02/02/2021 02:15:04 PM
2020/11/08,70-79,0,477,02/02/2021 02:15:04 PM
2020/11/09,70-79,1,478,02/02/2021 02:15:04 PM
2020/11/10,70-79,1,479,02/02/2021 02:15:04 PM
2020/11/11,70-79,3,482,02/02/2021 02:15:04 PM
2020/11/12,70-79,5,487,02/02/2021 02:15:04 PM
2020/11/13,70-79,1,488,02/02/2021 02:15:04 PM
2020/11/14,70-79,1,489,02/02/2021 02:15:04 PM
2020/11/15,70-79,0,489,02/02/2021 02:15:04 PM
2020/11/16,70-79,2,491,02/02/2021 02:15:04 PM
2020/11/17,70-79,2,493,02/02/2021 02:15:04 PM
2020/11/18,70-79,8,501,02/02/2021 02:15:04 PM
2020/11/19,70-79,3,504,02/02/2021 02:15:04 PM
2020/11/20,70-79,5,509,02/02/2021 02:15:04 PM
2020/11/21,70-79,2,511,02/02/2021 02:15:04 PM
2020/11/22,70-79,0,511,02/02/2021 02:15:04 PM
2020/11/23,70-79,5,516,02/02/2021 02:15:04 PM
2020/11/24,70-79,9,525,02/02/2021 02:15:04 PM
2020/11/25,70-79,4,529,02/02/2021 02:15:04 PM
2020/11/26,70-79,1,530,02/02/2021 02:15:04 PM
2020/11/27,70-79,2,532,02/02/2021 02:15:04 PM
2020/11/28,70-79,7,539,02/02/2021 02:15:04 PM
2020/11/29,70-79,5,544,02/02/2021 02:15:04 PM
2020/11/30,70-79,4,548,02/02/2021 02:15:04 PM
2020/12/01,70-79,9,557,02/02/2021 02:15:04 PM
2020/12/02,70-79,6,563,02/02/2021 02:15:04 PM
2020/12/03,70-79,8,571,02/02/2021 02:15:04 PM
2020/12/04,70-79,6,577,02/02/2021 02:15:04 PM
2020/12/05,70-79,9,586,02/02/2021 02:15:04 PM
2020/12/06,70-79,7,593,02/02/2021 02:15:04 PM
2020/12/07,70-79,12,605,02/02/2021 02:15:04 PM
2020/12/08,70-79,12,617,02/02/2021 02:15:04 PM
2020/12/09,70-79,14,631,02/02/2021 02:15:04 PM
2020/12/10,70-79,16,647,02/02/2021 02:15:04 PM
2020/12/11,70-79,16,663,02/02/2021 02:15:04 PM
2020/12/12,70-79,9,672,02/02/2021 02:15:04 PM
2020/12/13,70-79,6,678,02/02/2021 02:15:04 PM
2020/12/14,70-79,11,689,02/02/2021 02:15:04 PM
2020/12/15,70-79,22,711,02/02/2021 02:15:04 PM
2020/12/16,70-79,10,721,02/02/2021 02:15:04 PM
2020/12/17,70-79,7,728,02/02/2021 02:15:04 PM
2020/12/18,70-79,16,744,02/02/2021 02:15:04 PM
2020/12/19,70-79,3,747,02/02/2021 02:15:04 PM
2020/12/20,70-79,9,756,02/02/2021 02:15:04 PM
2020/12/21,70-79,21,777,02/02/2021 02:15:04 PM
2020/12/22,70-79,15,792,02/02/2021 02:15:04 PM
2020/12/23,70-79,22,814,02/02/2021 02:15:04 PM
2020/12/24,70-79,17,831,02/02/2021 02:15:04 PM
2020/12/25,70-79,3,834,02/02/2021 02:15:04 PM
2020/12/26,70-79,13,847,02/02/2021 02:15:04 PM
2020/12/27,70-79,5,852,02/02/2021 02:15:04 PM
2020/12/28,70-79,16,868,02/02/2021 02:15:04 PM
2020/12/29,70-79,20,888,02/02/2021 02:15:04 PM
2020/12/30,70-79,34,922,02/02/2021 02:15:04 PM
2020/12/31,70-79,18,940,02/02/2021 02:15:04 PM
2021/01/01,70-79,3,943,02/02/2021 02:15:04 PM
2021/01/02,70-79,7,950,02/02/2021 02:15:04 PM
2021/01/03,70-79,3,953,02/02/2021 02:15:04 PM
2021/01/04,70-79,36,989,02/02/2021 02:15:04 PM
2021/01/05,70-79,10,999,02/02/2021 02:15:04 PM
2021/01/06,70-79,8,1007,02/02/2021 02:15:04 PM
2021/01/07,70-79,18,1025,02/02/2021 02:15:04 PM
2021/01/08,70-79,10,1035,02/02/2021 02:15:04 PM
2021/01/09,70-79,7,1042,02/02/2021 02:15:04 PM
2021/01/10,70-79,4,1046,02/02/2021 02:15:04 PM
2021/01/11,70-79,14,1060,02/02/2021 02:15:04 PM
2021/01/12,70-79,14,1074,02/02/2021 02:15:04 PM
2021/01/13,70-79,9,1083,02/02/2021 02:15:04 PM
2021/01/14,70-79,9,1092,02/02/2021 02:15:04 PM
2021/01/15,70-79,16,1108,02/02/2021 02:15:04 PM
2021/01/16,70-79,9,1117,02/02/2021 02:15:04 PM
2021/01/17,70-79,8,1125,02/02/2021 02:15:04 PM
2021/01/18,70-79,7,1132,02/02/2021 02:15:04 PM
2021/01/19,70-79,6,1138,02/02/2021 02:15:04 PM
2021/01/20,70-79,6,1144,02/02/2021 02:15:04 PM
2021/01/21,70-79,11,1155,02/02/2021 02:15:04 PM
2021/01/22,70-79,16,1171,02/02/2021 02:15:04 PM
2021/01/23,70-79,6,1177,02/02/2021 02:15:04 PM
2021/01/24,70-79,10,1187,02/02/2021 02:15:04 PM
2021/01/25,70-79,10,1197,02/02/2021 02:15:04 PM
2021/01/26,70-79,7,1204,02/02/2021 02:15:04 PM
2021/01/27,70-79,6,1210,02/02/2021 02:15:04 PM
2021/01/28,70-79,12,1222,02/02/2021 02:15:04 PM
2021/01/29,70-79,11,1233,02/02/2021 02:15:04 PM
2021/01/30,70-79,6,1239,02/02/2021 02:15:04 PM
2021/01/31,70-79,4,1243,02/02/2021 02:15:04 PM
2020/04/20,11-13,1,5,02/02/2021 02:15:04 PM
2020/04/21,11-13,0,5,02/02/2021 02:15:04 PM
2020/04/22,11-13,0,5,02/02/2021 02:15:04 PM
2020/04/23,11-13,0,5,02/02/2021 02:15:04 PM
2020/04/24,11-13,1,6,02/02/2021 02:15:04 PM
2020/04/25,11-13,2,8,02/02/2021 02:15:04 PM
2020/04/26,11-13,0,8,02/02/2021 02:15:04 PM
2020/04/27,11-13,1,9,02/02/2021 02:15:04 PM
2020/04/28,11-13,0,9,02/02/2021 02:15:04 PM
2020/04/29,11-13,0,9,02/02/2021 02:15:04 PM
2020/04/30,11-13,1,10,02/02/2021 02:15:04 PM
2020/05/01,11-13,1,11,02/02/2021 02:15:04 PM
2020/05/02,11-13,2,13,02/02/2021 02:15:04 PM
2020/05/03,11-13,1,14,02/02/2021 02:15:04 PM
2020/05/04,11-13,0,14,02/02/2021 02:15:04 PM
2020/05/05,11-13,0,14,02/02/2021 02:15:04 PM
2020/05/06,11-13,0,14,02/02/2021 02:15:04 PM
2020/05/07,11-13,1,15,02/02/2021 02:15:04 PM
2020/05/08,11-13,2,17,02/02/2021 02:15:04 PM
2020/05/09,11-13,0,17,02/02/2021 02:15:04 PM
2020/05/10,11-13,0,17,02/02/2021 02:15:04 PM
2020/05/11,11-13,2,19,02/02/2021 02:15:04 PM
2020/05/12,11-13,0,19,02/02/2021 02:15:04 PM
2020/05/13,11-13,1,20,02/02/2021 02:15:04 PM
2020/05/14,11-13,0,20,02/02/2021 02:15:04 PM
2020/05/15,11-13,0,20,02/02/2021 02:15:04 PM
2020/05/16,11-13,0,20,02/02/2021 02:15:04 PM
2020/05/17,11-13,0,20,02/02/2021 02:15:04 PM
2020/05/18,11-13,3,23,02/02/2021 02:15:04 PM
2020/05/19,11-13,1,24,02/02/2021 02:15:04 PM
2020/05/20,11-13,1,25,02/02/2021 02:15:04 PM
2020/05/21,11-13,1,26,02/02/2021 02:15:04 PM
2020/05/22,11-13,2,28,02/02/2021 02:15:04 PM
2020/05/23,11-13,0,28,02/02/2021 02:15:04 PM
2020/05/24,11-13,0,28,02/02/2021 02:15:04 PM
2020/05/25,11-13,0,28,02/02/2021 02:15:04 PM
2020/05/26,11-13,2,30,02/02/2021 02:15:04 PM
2020/05/27,11-13,0,30,02/02/2021 02:15:04 PM
2020/05/28,11-13,1,31,02/02/2021 02:15:04 PM
2020/05/29,11-13,0,31,02/02/2021 02:15:04 PM
2020/05/30,11-13,0,31,02/02/2021 02:15:04 PM
2020/05/31,11-13,0,31,02/02/2021 02:15:04 PM
2020/06/01,11-13,2,33,02/02/2021 02:15:04 PM
2020/06/02,11-13,0,33,02/02/2021 02:15:04 PM
2020/06/03,11-13,0,33,02/02/2021 02:15:04 PM
2020/06/04,11-13,0,33,02/02/2021 02:15:04 PM
2020/06/05,11-13,1,34,02/02/2021 02:15:04 PM
2020/06/06,11-13,0,34,02/02/2021 02:15:04 PM
2020/06/07,11-13,1,35,02/02/2021 02:15:04 PM
2020/06/08,11-13,0,35,02/02/2021 02:15:04 PM
2020/06/09,11-13,3,38,02/02/2021 02:15:04 PM
2020/06/10,11-13,0,38,02/02/2021 02:15:04 PM
2020/06/11,11-13,0,38,02/02/2021 02:15:04 PM
2020/06/12,11-13,0,38,02/02/2021 02:15:04 PM
2020/06/13,11-13,0,38,02/02/2021 02:15:04 PM
2020/06/14,11-13,0,38,02/02/2021 02:15:04 PM
2020/06/15,11-13,4,42,02/02/2021 02:15:04 PM
2020/06/16,11-13,1,43,02/02/2021 02:15:04 PM
2020/06/17,11-13,5,48,02/02/2021 02:15:04 PM
2020/06/18,11-13,0,48,02/02/2021 02:15:04 PM
2020/06/19,11-13,1,49,02/02/2021 02:15:04 PM
2020/06/20,11-13,1,50,02/02/2021 02:15:04 PM
2020/06/21,11-13,2,52,02/02/2021 02:15:04 PM
2020/06/22,11-13,3,55,02/02/2021 02:15:04 PM
2020/06/23,11-13,3,58,02/02/2021 02:15:04 PM
2020/06/24,11-13,3,61,02/02/2021 02:15:04 PM
2020/06/25,11-13,3,64,02/02/2021 02:15:04 PM
2020/06/26,11-13,3,67,02/02/2021 02:15:04 PM
2020/06/27,11-13,2,69,02/02/2021 02:15:04 PM
2020/06/28,11-13,1,70,02/02/2021 02:15:04 PM
2020/06/29,11-13,1,71,02/02/2021 02:15:04 PM
2020/06/30,11-13,2,73,02/02/2021 02:15:04 PM
2020/07/01,11-13,2,75,02/02/2021 02:15:04 PM
2020/07/02,11-13,1,76,02/02/2021 02:15:04 PM
2020/07/03,11-13,3,79,02/02/2021 02:15:04 PM
2020/07/04,11-13,0,79,02/02/2021 02:15:04 PM
2020/07/05,11-13,0,79,02/02/2021 02:15:04 PM
2020/07/06,11-13,0,79,02/02/2021 02:15:04 PM
2020/07/07,11-13,1,80,02/02/2021 02:15:04 PM
2020/07/08,11-13,1,81,02/02/2021 02:15:04 PM
2020/07/09,11-13,1,82,02/02/2021 02:15:04 PM
2020/07/10,11-13,5,87,02/02/2021 02:15:04 PM
2020/07/11,11-13,0,87,02/02/2021 02:15:04 PM
2020/07/12,11-13,2,89,02/02/2021 02:15:04 PM
2020/07/13,11-13,5,94,02/02/2021 02:15:04 PM
2020/07/14,11-13,1,95,02/02/2021 02:15:04 PM
2020/07/15,11-13,7,102,02/02/2021 02:15:04 PM
2020/07/16,11-13,3,105,02/02/2021 02:15:04 PM
2020/07/17,11-13,3,108,02/02/2021 02:15:04 PM
2020/07/18,11-13,2,110,02/02/2021 02:15:04 PM
2020/07/19,11-13,0,110,02/02/2021 02:15:04 PM
2020/07/20,11-13,2,112,02/02/2021 02:15:04 PM
2020/07/21,11-13,3,115,02/02/2021 02:15:04 PM
2020/07/22,11-13,1,116,02/02/2021 02:15:04 PM
2020/07/23,11-13,2,118,02/02/2021 02:15:04 PM
2020/07/24,11-13,2,120,02/02/2021 02:15:04 PM
2020/07/25,11-13,5,125,02/02/2021 02:15:04 PM
2020/07/26,11-13,1,126,02/02/2021 02:15:04 PM
2020/07/27,11-13,0,126,02/02/2021 02:15:04 PM
2020/07/28,11-13,4,130,02/02/2021 02:15:04 PM
2020/07/29,11-13,1,131,02/02/2021 02:15:04 PM
2020/07/30,11-13,6,137,02/02/2021 02:15:04 PM
2020/07/31,11-13,1,138,02/02/2021 02:15:04 PM
2020/08/01,11-13,2,140,02/02/2021 02:15:04 PM
2020/08/02,11-13,2,142,02/02/2021 02:15:04 PM
2020/08/03,11-13,3,145,02/02/2021 02:15:04 PM
2020/08/04,11-13,7,152,02/02/2021 02:15:04 PM
2020/08/05,11-13,4,156,02/02/2021 02:15:04 PM
2020/08/06,11-13,2,158,02/02/2021 02:15:04 PM
2020/08/07,11-13,5,163,02/02/2021 02:15:04 PM
2020/08/08,11-13,1,164,02/02/2021 02:15:04 PM
2020/08/09,11-13,4,168,02/02/2021 02:15:04 PM
2020/08/10,11-13,3,171,02/02/2021 02:15:04 PM
2020/08/11,11-13,3,174,02/02/2021 02:15:04 PM
2020/08/12,11-13,1,175,02/02/2021 02:15:04 PM
2020/08/13,11-13,1,176,02/02/2021 02:15:04 PM
2020/08/14,11-13,3,179,02/02/2021 02:15:04 PM
2020/08/15,11-13,2,181,02/02/2021 02:15:04 PM
2020/08/16,11-13,1,182,02/02/2021 02:15:04 PM
2020/08/17,11-13,1,183,02/02/2021 02:15:04 PM
2020/08/18,11-13,0,183,02/02/2021 02:15:04 PM
2020/08/19,11-13,7,190,02/02/2021 02:15:04 PM
2020/08/20,11-13,1,191,02/02/2021 02:15:04 PM
2020/08/21,11-13,2,193,02/02/2021 02:15:04 PM
2020/08/22,11-13,1,194,02/02/2021 02:15:04 PM
2020/08/23,11-13,0,194,02/02/2021 02:15:04 PM
2020/08/24,11-13,1,195,02/02/2021 02:15:04 PM
2020/08/25,11-13,4,199,02/02/2021 02:15:04 PM
2020/08/26,11-13,1,200,02/02/2021 02:15:04 PM
2020/08/27,11-13,2,202,02/02/2021 02:15:04 PM
2020/08/28,11-13,1,203,02/02/2021 02:15:04 PM
2020/08/29,11-13,2,205,02/02/2021 02:15:04 PM
2020/08/30,11-13,0,205,02/02/2021 02:15:04 PM
2020/08/31,11-13,2,207,02/02/2021 02:15:04 PM
2020/09/01,11-13,5,212,02/02/2021 02:15:04 PM
2020/09/02,11-13,3,215,02/02/2021 02:15:04 PM
2020/09/03,11-13,2,217,02/02/2021 02:15:04 PM
2020/09/04,11-13,2,219,02/02/2021 02:15:04 PM
2020/09/05,11-13,1,220,02/02/2021 02:15:04 PM
2020/09/06,11-13,0,220,02/02/2021 02:15:04 PM
2020/09/07,11-13,1,221,02/02/2021 02:15:04 PM
2020/09/08,11-13,2,223,02/02/2021 02:15:04 PM
2020/09/09,11-13,2,225,02/02/2021 02:15:04 PM
2020/09/10,11-13,1,226,02/02/2021 02:15:04 PM
2020/09/11,11-13,2,228,02/02/2021 02:15:04 PM
2020/09/12,11-13,1,229,02/02/2021 02:15:04 PM
2020/09/13,11-13,0,229,02/02/2021 02:15:04 PM
2020/09/14,11-13,3,232,02/02/2021 02:15:04 PM
2020/09/15,11-13,2,234,02/02/2021 02:15:04 PM
2020/09/16,11-13,1,235,02/02/2021 02:15:04 PM
2020/09/17,11-13,1,236,02/02/2021 02:15:04 PM
2020/09/18,11-13,3,239,02/02/2021 02:15:04 PM
2020/09/19,11-13,0,239,02/02/2021 02:15:04 PM
2020/09/20,11-13,0,239,02/02/2021 02:15:04 PM
2020/09/21,11-13,0,239,02/02/2021 02:15:04 PM
2020/09/22,11-13,1,240,02/02/2021 02:15:04 PM
2020/09/23,11-13,1,241,02/02/2021 02:15:04 PM
2020/09/24,11-13,1,242,02/02/2021 02:15:04 PM
2020/09/25,11-13,1,243,02/02/2021 02:15:04 PM
2020/09/26,11-13,0,243,02/02/2021 02:15:04 PM
2020/09/27,11-13,0,243,02/02/2021 02:15:04 PM
2020/09/28,11-13,1,244,02/02/2021 02:15:04 PM
2020/09/29,11-13,1,245,02/02/2021 02:15:04 PM
2020/09/30,11-13,1,246,02/02/2021 02:15:04 PM
2020/10/01,11-13,1,247,02/02/2021 02:15:04 PM
2020/10/02,11-13,0,247,02/02/2021 02:15:04 PM
2020/10/03,11-13,0,247,02/02/2021 02:15:04 PM
2020/10/04,11-13,0,247,02/02/2021 02:15:04 PM
2020/10/05,11-13,1,248,02/02/2021 02:15:04 PM
2020/10/06,11-13,1,249,02/02/2021 02:15:04 PM
2020/10/07,11-13,1,250,02/02/2021 02:15:04 PM
2020/10/08,11-13,2,252,02/02/2021 02:15:04 PM
2020/10/09,11-13,0,252,02/02/2021 02:15:04 PM
2020/10/10,11-13,2,254,02/02/2021 02:15:04 PM
2020/10/11,11-13,1,255,02/02/2021 02:15:04 PM
2020/10/12,11-13,1,256,02/02/2021 02:15:04 PM
2020/10/13,11-13,2,258,02/02/2021 02:15:04 PM
2020/10/14,11-13,1,259,02/02/2021 02:15:04 PM
2020/10/15,11-13,3,262,02/02/2021 02:15:04 PM
2020/10/16,11-13,0,262,02/02/2021 02:15:04 PM
2020/10/17,11-13,0,262,02/02/2021 02:15:04 PM
2020/10/18,11-13,0,262,02/02/2021 02:15:04 PM
2020/10/19,11-13,1,263,02/02/2021 02:15:04 PM
2020/10/20,11-13,0,263,02/02/2021 02:15:04 PM
2020/10/21,11-13,0,263,02/02/2021 02:15:04 PM
2020/10/22,11-13,1,264,02/02/2021 02:15:04 PM
2020/10/23,11-13,0,264,02/02/2021 02:15:04 PM
2020/10/24,11-13,0,264,02/02/2021 02:15:04 PM
2020/10/25,11-13,1,265,02/02/2021 02:15:04 PM
2020/10/26,11-13,0,265,02/02/2021 02:15:04 PM
2020/10/27,11-13,2,267,02/02/2021 02:15:04 PM
2020/10/28,11-13,1,268,02/02/2021 02:15:04 PM
2020/10/29,11-13,0,268,02/02/2021 02:15:04 PM
2020/10/30,11-13,0,268,02/02/2021 02:15:04 PM
2020/10/31,11-13,0,268,02/02/2021 02:15:04 PM
2020/11/01,11-13,1,269,02/02/2021 02:15:04 PM
2020/11/02,11-13,2,271,02/02/2021 02:15:04 PM
2020/11/03,11-13,3,274,02/02/2021 02:15:04 PM
2020/11/04,11-13,1,275,02/02/2021 02:15:04 PM
2020/11/05,11-13,1,276,02/02/2021 02:15:04 PM
2020/11/06,11-13,1,277,02/02/2021 02:15:04 PM
2020/11/07,11-13,0,277,02/02/2021 02:15:04 PM
2020/11/08,11-13,0,277,02/02/2021 02:15:04 PM
2020/11/09,11-13,1,278,02/02/2021 02:15:04 PM
2020/11/10,11-13,1,279,02/02/2021 02:15:04 PM
2020/11/11,11-13,0,279,02/02/2021 02:15:04 PM
2020/11/12,11-13,2,281,02/02/2021 02:15:04 PM
2020/11/13,11-13,1,282,02/02/2021 02:15:04 PM
2020/11/14,11-13,1,283,02/02/2021 02:15:04 PM
2020/11/15,11-13,2,285,02/02/2021 02:15:04 PM
2020/11/16,11-13,2,287,02/02/2021 02:15:04 PM
2020/11/17,11-13,4,291,02/02/2021 02:15:04 PM
2020/11/18,11-13,4,295,02/02/2021 02:15:04 PM
2020/11/19,11-13,4,299,02/02/2021 02:15:04 PM
2020/11/20,11-13,1,300,02/02/2021 02:15:04 PM
2020/11/21,11-13,0,300,02/02/2021 02:15:04 PM
2020/11/22,11-13,0,300,02/02/2021 02:15:04 PM
2020/11/23,11-13,6,306,02/02/2021 02:15:04 PM
2020/11/24,11-13,7,313,02/02/2021 02:15:04 PM
2020/11/25,11-13,7,320,02/02/2021 02:15:04 PM
2020/11/26,11-13,0,320,02/02/2021 02:15:04 PM
2020/11/27,11-13,3,323,02/02/2021 02:15:04 PM
2020/11/28,11-13,1,324,02/02/2021 02:15:04 PM
2020/11/29,11-13,2,326,02/02/2021 02:15:04 PM
2020/11/30,11-13,6,332,02/02/2021 02:15:04 PM
2020/12/01,11-13,8,340,02/02/2021 02:15:04 PM
2020/12/02,11-13,3,343,02/02/2021 02:15:04 PM
2020/12/03,11-13,11,354,02/02/2021 02:15:04 PM
2020/12/04,11-13,4,358,02/02/2021 02:15:04 PM
2020/12/05,11-13,3,361,02/02/2021 02:15:04 PM
2020/12/06,11-13,2,363,02/02/2021 02:15:04 PM
2020/12/07,11-13,14,377,02/02/2021 02:15:04 PM
2020/12/08,11-13,6,383,02/02/2021 02:15:04 PM
2020/12/09,11-13,10,393,02/02/2021 02:15:04 PM
2020/12/10,11-13,7,400,02/02/2021 02:15:04 PM
2020/12/11,11-13,2,402,02/02/2021 02:15:04 PM
