Specimen Collection Date,Age Group,New Confirmed Cases,Cumulative Confirmed Cases,Last Updated at
2020/07/08,30-39,36,1110,02/02/2021 02:15:04 PM
2020/07/09,30-39,28,1138,02/02/2021 02:15:04 PM
2020/07/10,30-39,32,1170,02/02/2021 02:15:04 PM
2020/07/11,30-39,20,1190,02/02/2021 02:15:04 PM
2020/07/12,30-39,17,1207,02/02/2021 02:15:04 PM
2020/07/13,30-39,42,1249,02/02/2021 02:15:04 PM
2020/07/14,30-39,49,1298,02/02/2021 02:15:04 PM
2020/07/15,30-39,38,1336,02/02/2021 02:15:04 PM
2020/07/16,30-39,30,1366,02/02/2021 02:15:04 PM
2020/07/17,30-39,44,1410,02/02/2021 02:15:04 PM
2020/07/18,30-39,23,1433,02/02/2021 02:15:04 PM
2020/07/19,30-39,19,1452,02/02/2021 02:15:04 PM
2020/07/20,30-39,35,1487,02/02/2021 02:15:04 PM
2020/07/21,30-39,33,1520,02/02/2021 02:15:04 PM
2020/07/22,30-39,29,1549,02/02/2021 02:15:04 PM
2020/07/23,30-39,38,1587,02/02/2021 02:15:04 PM
2020/07/24,30-39,24,1611,02/02/2021 02:15:04 PM
2020/07/25,30-39,15,1626,02/02/2021 02:15:04 PM
2020/07/26,30-39,19,1645,02/02/2021 02:15:04 PM
2020/07/27,30-39,25,1670,02/02/2021 02:15:04 PM
2020/07/28,30-39,24,1694,02/02/2021 02:15:04 PM
2020/07/29,30-39,29,1723,02/02/2021 02:15:04 PM
2020/07/30,30-39,29,1752,02/02/2021 02:15:04 PM
2020/07/31,30-39,22,1774,02/02/2021 02:15:04 PM
2020/08/01,30-39,13,1787,02/02/2021 02:15:04 PM
2020/08/02,30-39,8,1795,02/02/2021 02:15:04 PM
2020/08/03,30-39,25,1820,02/02/2021 02:15:04 PM
2020/08/04,30-39,16,1836,02/02/2021 02:15:04 PM
2020/08/05,30-39,28,1864,02/02/2021 02:15:04 PM
2020/08/06,30-39,19,1883,02/02/2021 02:15:04 PM
2020/08/07,30-39,23,1906,02/02/2021 02:15:04 PM
2020/08/08,30-39,18,1924,02/02/2021 02:15:04 PM
2020/08/09,30-39,18,1942,02/02/2021 02:15:04 PM
2020/08/10,30-39,24,1966,02/02/2021 02:15:04 PM
2020/08/11,30-39,18,1984,02/02/2021 02:15:04 PM
2020/08/12,30-39,31,2015,02/02/2021 02:15:04 PM
2020/08/13,30-39,23,2038,02/02/2021 02:15:04 PM
2020/08/14,30-39,27,2065,02/02/2021 02:15:04 PM
2020/08/15,30-39,18,2083,02/02/2021 02:15:04 PM
2020/08/16,30-39,7,2090,02/02/2021 02:15:04 PM
2020/08/17,30-39,15,2105,02/02/2021 02:15:04 PM
2020/08/18,30-39,27,2132,02/02/2021 02:15:04 PM
2020/08/19,30-39,19,2151,02/02/2021 02:15:04 PM
2020/08/20,30-39,16,2167,02/02/2021 02:15:04 PM
2020/08/21,30-39,20,2187,02/02/2021 02:15:04 PM
2020/08/22,30-39,10,2197,02/02/2021 02:15:04 PM
2020/08/23,30-39,10,2207,02/02/2021 02:15:04 PM
2020/08/24,30-39,24,2231,02/02/2021 02:15:04 PM
2020/08/25,30-39,15,2246,02/02/2021 02:15:04 PM
2020/08/26,30-39,23,2269,02/02/2021 02:15:04 PM
2020/08/27,30-39,25,2294,02/02/2021 02:15:04 PM
2020/08/28,30-39,21,2315,02/02/2021 02:15:04 PM
2020/08/29,30-39,9,2324,02/02/2021 02:15:04 PM
2020/08/30,30-39,12,2336,02/02/2021 02:15:04 PM
2020/08/31,30-39,11,2347,02/02/2021 02:15:04 PM
2020/09/01,30-39,19,2366,02/02/2021 02:15:04 PM
2020/09/02,30-39,14,2380,02/02/2021 02:15:04 PM
2020/09/03,30-39,23,2403,02/02/2021 02:15:04 PM
2020/09/04,30-39,17,2420,02/02/2021 02:15:04 PM
2020/09/05,30-39,10,2430,02/02/2021 02:15:04 PM
2020/09/06,30-39,8,2438,02/02/2021 02:15:04 PM
2020/09/07,30-39,12,2450,02/02/2021 02:15:04 PM
2020/09/08,30-39,14,2464,02/02/2021 02:15:04 PM
2020/09/09,30-39,15,2479,02/02/2021 02:15:04 PM
2020/09/10,30-39,7,2486,02/02/2021 02:15:04 PM
2020/09/11,30-39,13,2499,02/02/2021 02:15:04 PM
2020/09/12,30-39,6,2505,02/02/2021 02:15:04 PM
2020/09/13,30-39,5,2510,02/02/2021 02:15:04 PM
2020/09/14,30-39,21,2531,02/02/2021 02:15:04 PM
2020/09/15,30-39,14,2545,02/02/2021 02:15:04 PM
2020/09/16,30-39,12,2557,02/02/2021 02:15:04 PM
2020/09/17,30-39,14,2571,02/02/2021 02:15:04 PM
2020/09/18,30-39,15,2586,02/02/2021 02:15:04 PM
2020/09/19,30-39,5,2591,02/02/2021 02:15:04 PM
2020/09/20,30-39,5,2596,02/02/2021 02:15:04 PM
2020/09/21,30-39,11,2607,02/02/2021 02:15:04 PM
2020/09/22,30-39,15,2622,02/02/2021 02:15:04 PM
2020/09/23,30-39,16,2638,02/02/2021 02:15:04 PM
2020/09/24,30-39,10,2648,02/02/2021 02:15:04 PM
2020/09/25,30-39,8,2656,02/02/2021 02:15:04 PM
2020/09/26,30-39,4,2660,02/02/2021 02:15:04 PM
2020/09/27,30-39,9,2669,02/02/2021 02:15:04 PM
2020/09/28,30-39,12,2681,02/02/2021 02:15:04 PM
2020/09/29,30-39,15,2696,02/02/2021 02:15:04 PM
2020/09/30,30-39,8,2704,02/02/2021 02:15:04 PM
2020/10/01,30-39,10,2714,02/02/2021 02:15:04 PM
2020/10/02,30-39,9,2723,02/02/2021 02:15:04 PM
2020/10/03,30-39,7,2730,02/02/2021 02:15:04 PM
2020/10/04,30-39,3,2733,02/02/2021 02:15:04 PM
2020/10/05,30-39,4,2737,02/02/2021 02:15:04 PM
2020/10/06,30-39,14,2751,02/02/2021 02:15:04 PM
2020/10/07,30-39,14,2765,02/02/2021 02:15:04 PM
2020/10/08,30-39,8,2773,02/02/2021 02:15:04 PM
2020/10/09,30-39,8,2781,02/02/2021 02:15:04 PM
2020/10/10,30-39,4,2785,02/02/2021 02:15:04 PM
2020/10/11,30-39,7,2792,02/02/2021 02:15:04 PM
2020/10/12,30-39,10,2802,02/02/2021 02:15:04 PM
2020/10/13,30-39,8,2810,02/02/2021 02:15:04 PM
2020/10/14,30-39,6,2816,02/02/2021 02:15:04 PM
2020/10/15,30-39,12,2828,02/02/2021 02:15:04 PM
2020/10/16,30-39,9,2837,02/02/2021 02:15:04 PM
2020/10/17,30-39,6,2843,02/02/2021 02:15:04 PM
2020/10/18,30-39,3,2846,02/02/2021 02:15:04 PM
2020/10/19,30-39,10,2856,02/02/2021 02:15:04 PM
2020/10/20,30-39,12,2868,02/02/2021 02:15:04 PM
2020/10/21,30-39,9,2877,02/02/2021 02:15:04 PM
2020/10/22,30-39,15,2892,02/02/2021 02:15:04 PM
2020/10/23,30-39,13,2905,02/02/2021 02:15:04 PM
2020/10/24,30-39,5,2910,02/02/2021 02:15:04 PM
2020/10/25,30-39,6,2916,02/02/2021 02:15:04 PM
2020/10/26,30-39,14,2930,02/02/2021 02:15:04 PM
2020/10/27,30-39,17,2947,02/02/2021 02:15:04 PM
2020/10/28,30-39,18,2965,02/02/2021 02:15:04 PM
2020/10/29,30-39,17,2982,02/02/2021 02:15:04 PM
2020/10/30,30-39,13,2995,02/02/2021 02:15:04 PM
2020/10/31,30-39,17,3012,02/02/2021 02:15:04 PM
2020/11/01,30-39,7,3019,02/02/2021 02:15:04 PM
2020/11/02,30-39,20,3039,02/02/2021 02:15:04 PM
2020/11/03,30-39,37,3076,02/02/2021 02:15:04 PM
2020/11/04,30-39,33,3109,02/02/2021 02:15:04 PM
2020/11/05,30-39,32,3141,02/02/2021 02:15:04 PM
2020/11/06,30-39,22,3163,02/02/2021 02:15:04 PM
2020/11/07,30-39,14,3177,02/02/2021 02:15:04 PM
2020/11/08,30-39,11,3188,02/02/2021 02:15:04 PM
2020/11/09,30-39,37,3225,02/02/2021 02:15:04 PM
2020/11/10,30-39,29,3254,02/02/2021 02:15:04 PM
2020/11/11,30-39,31,3285,02/02/2021 02:15:04 PM
2020/11/12,30-39,35,3320,02/02/2021 02:15:04 PM
2020/11/13,30-39,23,3343,02/02/2021 02:15:04 PM
2020/11/14,30-39,24,3367,02/02/2021 02:15:04 PM
2020/11/15,30-39,12,3379,02/02/2021 02:15:04 PM
2020/11/16,30-39,55,3434,02/02/2021 02:15:04 PM
2020/11/17,30-39,32,3466,02/02/2021 02:15:04 PM
2020/11/18,30-39,47,3513,02/02/2021 02:15:04 PM
2020/11/19,30-39,48,3561,02/02/2021 02:15:04 PM
2020/11/20,30-39,45,3606,02/02/2021 02:15:04 PM
2020/11/21,30-39,18,3624,02/02/2021 02:15:04 PM
2020/11/22,30-39,23,3647,02/02/2021 02:15:04 PM
2020/11/23,30-39,34,3681,02/02/2021 02:15:04 PM
2020/11/24,30-39,46,3727,02/02/2021 02:15:04 PM
2020/11/25,30-39,34,3761,02/02/2021 02:15:04 PM
2020/11/26,30-39,7,3768,02/02/2021 02:15:04 PM
2020/11/27,30-39,31,3799,02/02/2021 02:15:04 PM
2020/11/28,30-39,25,3824,02/02/2021 02:15:04 PM
2020/11/29,30-39,29,3853,02/02/2021 02:15:04 PM
2020/11/30,30-39,65,3918,02/02/2021 02:15:04 PM
2020/12/01,30-39,86,4004,02/02/2021 02:15:04 PM
2020/12/02,30-39,69,4073,02/02/2021 02:15:04 PM
2020/12/03,30-39,84,4157,02/02/2021 02:15:04 PM
2020/12/04,30-39,58,4215,02/02/2021 02:15:04 PM
2020/12/05,30-39,32,4247,02/02/2021 02:15:04 PM
2020/12/06,30-39,28,4275,02/02/2021 02:15:04 PM
2020/12/07,30-39,64,4339,02/02/2021 02:15:04 PM
2020/12/08,30-39,63,4402,02/02/2021 02:15:04 PM
2020/12/09,30-39,66,4468,02/02/2021 02:15:04 PM
2020/12/10,30-39,66,4534,02/02/2021 02:15:04 PM
2020/12/11,30-39,69,4603,02/02/2021 02:15:04 PM
2020/12/12,30-39,58,4661,02/02/2021 02:15:04 PM
2020/12/13,30-39,31,4692,02/02/2021 02:15:04 PM
2020/12/14,30-39,81,4773,02/02/2021 02:15:04 PM
2020/12/15,30-39,76,4849,02/02/2021 02:15:04 PM
2020/12/16,30-39,78,4927,02/02/2021 02:15:04 PM
2020/12/17,30-39,68,4995,02/02/2021 02:15:04 PM
2020/12/18,30-39,69,5064,02/02/2021 02:15:04 PM
2020/12/19,30-39,25,5089,02/02/2021 02:15:04 PM
2020/12/20,30-39,18,5107,02/02/2021 02:15:04 PM
2020/12/21,30-39,68,5175,02/02/2021 02:15:04 PM
2020/12/22,30-39,77,5252,02/02/2021 02:15:04 PM
2020/12/23,30-39,64,5316,02/02/2021 02:15:04 PM
2020/12/24,30-39,43,5359,02/02/2021 02:15:04 PM
2020/12/25,30-39,12,5371,02/02/2021 02:15:04 PM
2020/12/26,30-39,56,5427,02/02/2021 02:15:04 PM
2020/12/27,30-39,43,5470,02/02/2021 02:15:04 PM
2020/12/28,30-39,98,5568,02/02/2021 02:15:04 PM
2020/12/29,30-39,91,5659,02/02/2021 02:15:04 PM
2020/12/30,30-39,73,5732,02/02/2021 02:15:04 PM
2020/12/31,30-39,53,5785,02/02/2021 02:15:04 PM
2021/01/01,30-39,7,5792,02/02/2021 02:15:04 PM
2021/01/02,30-39,72,5864,02/02/2021 02:15:04 PM
2021/01/03,30-39,34,5898,02/02/2021 02:15:04 PM
2021/01/04,30-39,118,6016,02/02/2021 02:15:04 PM
2021/01/05,30-39,88,6104,02/02/2021 02:15:04 PM
2021/01/06,30-39,105,6209,02/02/2021 02:15:04 PM
2021/01/07,30-39,102,6311,02/02/2021 02:15:04 PM
2021/01/08,30-39,67,6378,02/02/2021 02:15:04 PM
2021/01/09,30-39,41,6419,02/02/2021 02:15:04 PM
2021/01/10,30-39,25,6444,02/02/2021 02:15:04 PM
2021/01/11,30-39,74,6518,02/02/2021 02:15:04 PM
2021/01/12,30-39,52,6570,02/02/2021 02:15:04 PM
2021/01/13,30-39,50,6620,02/02/2021 02:15:04 PM
2021/01/14,30-39,73,6693,02/02/2021 02:15:04 PM
2021/01/15,30-39,48,6741,02/02/2021 02:15:04 PM
2021/01/16,30-39,38,6779,02/02/2021 02:15:04 PM
2021/01/17,30-39,34,6813,02/02/2021 02:15:04 PM
2021/01/18,30-39,34,6847,02/02/2021 02:15:04 PM
2021/01/19,30-39,41,6888,02/02/2021 02:15:04 PM
2021/01/20,30-39,42,6930,02/02/2021 02:15:04 PM
2021/01/21,30-39,38,6968,02/02/2021 02:15:04 PM
2021/01/22,30-39,46,7014,02/02/2021 02:15:04 PM
2021/01/23,30-39,28,7042,02/02/2021 02:15:04 PM
2021/01/24,30-39,16,7058,02/02/2021 02:15:04 PM
2021/01/25,30-39,37,7095,02/02/2021 02:15:04 PM
2021/01/26,30-39,33,7128,02/02/2021 02:15:04 PM
2021/01/27,30-39,15,7143,02/02/2021 02:15:04 PM
2021/01/28,30-39,29,7172,02/02/2021 02:15:04 PM
2021/01/29,30-39,35,7207,02/02/2021 02:15:04 PM
2021/01/30,30-39,34,7241,02/02/2021 02:15:04 PM
2021/01/31,30-39,7,7248,02/02/2021 02:15:04 PM
2020/04/18,5-10,1,5,02/02/2021 02:15:04 PM
2020/04/19,5-10,0,5,02/02/2021 02:15:04 PM
2020/04/20,5-10,1,6,02/02/2021 02:15:04 PM
2020/04/21,5-10,0,6,02/02/2021 02:15:04 PM
2020/04/22,5-10,1,7,02/02/2021 02:15:04 PM
2020/04/23,5-10,0,7,02/02/2021 02:15:04 PM
2020/04/24,5-10,1,8,02/02/2021 02:15:04 PM
2020/04/25,5-10,1,9,02/02/2021 02:15:04 PM
2020/04/26,5-10,1,10,02/02/2021 02:15:04 PM
2020/04/27,5-10,0,10,02/02/2021 02:15:04 PM
2020/04/28,5-10,5,15,02/02/2021 02:15:04 PM
2020/04/29,5-10,2,17,02/02/2021 02:15:04 PM
2020/04/30,5-10,0,17,02/02/2021 02:15:04 PM
2020/05/01,5-10,1,18,02/02/2021 02:15:04 PM
2020/05/02,5-10,1,19,02/02/2021 02:15:04 PM
2020/05/03,5-10,0,19,02/02/2021 02:15:04 PM
2020/05/04,5-10,2,21,02/02/2021 02:15:04 PM
2020/05/05,5-10,0,21,02/02/2021 02:15:04 PM
2020/05/06,5-10,1,22,02/02/2021 02:15:04 PM
2020/05/07,5-10,1,23,02/02/2021 02:15:04 PM
2020/05/08,5-10,1,24,02/02/2021 02:15:04 PM
2020/05/09,5-10,0,24,02/02/2021 02:15:04 PM
2020/05/10,5-10,0,24,02/02/2021 02:15:04 PM
2020/05/11,5-10,0,24,02/02/2021 02:15:04 PM
2020/05/12,5-10,2,26,02/02/2021 02:15:04 PM
2020/05/13,5-10,0,26,02/02/2021 02:15:04 PM
2020/05/14,5-10,2,28,02/02/2021 02:15:04 PM
2020/05/15,5-10,3,31,02/02/2021 02:15:04 PM
2020/05/16,5-10,0,31,02/02/2021 02:15:04 PM
2020/05/17,5-10,0,31,02/02/2021 02:15:04 PM
2020/05/18,5-10,1,32,02/02/2021 02:15:04 PM
2020/05/19,5-10,3,35,02/02/2021 02:15:04 PM
2020/05/20,5-10,4,39,02/02/2021 02:15:04 PM
2020/05/21,5-10,3,42,02/02/2021 02:15:04 PM
2020/05/22,5-10,3,45,02/02/2021 02:15:04 PM
2020/05/23,5-10,2,47,02/02/2021 02:15:04 PM
2020/05/24,5-10,0,47,02/02/2021 02:15:04 PM
2020/05/25,5-10,0,47,02/02/2021 02:15:04 PM
2020/05/26,5-10,4,51,02/02/2021 02:15:04 PM
2020/05/27,5-10,4,55,02/02/2021 02:15:04 PM
2020/05/28,5-10,0,55,02/02/2021 02:15:04 PM
2020/05/29,5-10,0,55,02/02/2021 02:15:04 PM
2020/05/30,5-10,0,55,02/02/2021 02:15:04 PM
2020/05/31,5-10,2,57,02/02/2021 02:15:04 PM
2020/06/01,5-10,0,57,02/02/2021 02:15:04 PM
2020/06/02,5-10,3,60,02/02/2021 02:15:04 PM
2020/06/03,5-10,0,60,02/02/2021 02:15:04 PM
2020/06/04,5-10,2,62,02/02/2021 02:15:04 PM
2020/06/05,5-10,1,63,02/02/2021 02:15:04 PM
2020/06/06,5-10,2,65,02/02/2021 02:15:04 PM
2020/06/07,5-10,1,66,02/02/2021 02:15:04 PM
2020/06/08,5-10,1,67,02/02/2021 02:15:04 PM
2020/06/09,5-10,1,68,02/02/2021 02:15:04 PM
2020/06/10,5-10,1,69,02/02/2021 02:15:04 PM
2020/06/11,5-10,0,69,02/02/2021 02:15:04 PM
2020/06/12,5-10,1,70,02/02/2021 02:15:04 PM
2020/06/13,5-10,1,71,02/02/2021 02:15:04 PM
2020/06/14,5-10,1,72,02/02/2021 02:15:04 PM
2020/06/15,5-10,3,75,02/02/2021 02:15:04 PM
2020/06/16,5-10,4,79,02/02/2021 02:15:04 PM
2020/06/17,5-10,2,81,02/02/2021 02:15:04 PM
2020/06/18,5-10,0,81,02/02/2021 02:15:04 PM
2020/06/19,5-10,2,83,02/02/2021 02:15:04 PM
2020/06/20,5-10,0,83,02/02/2021 02:15:04 PM
2020/06/21,5-10,0,83,02/02/2021 02:15:04 PM
2020/06/22,5-10,3,86,02/02/2021 02:15:04 PM
2020/06/23,5-10,6,92,02/02/2021 02:15:04 PM
2020/06/24,5-10,2,94,02/02/2021 02:15:04 PM
2020/06/25,5-10,1,95,02/02/2021 02:15:04 PM
2020/06/26,5-10,0,95,02/02/2021 02:15:04 PM
2020/06/27,5-10,1,96,02/02/2021 02:15:04 PM
2020/06/28,5-10,3,99,02/02/2021 02:15:04 PM
2020/06/29,5-10,0,99,02/02/2021 02:15:04 PM
2020/06/30,5-10,5,104,02/02/2021 02:15:04 PM
2020/07/01,5-10,2,106,02/02/2021 02:15:04 PM
2020/07/02,5-10,2,108,02/02/2021 02:15:04 PM
2020/07/03,5-10,2,110,02/02/2021 02:15:04 PM
2020/07/04,5-10,0,110,02/02/2021 02:15:04 PM
2020/07/05,5-10,2,112,02/02/2021 02:15:04 PM
2020/07/06,5-10,1,113,02/02/2021 02:15:04 PM
2020/07/07,5-10,2,115,02/02/2021 02:15:04 PM
2020/07/08,5-10,4,119,02/02/2021 02:15:04 PM
2020/07/09,5-10,3,122,02/02/2021 02:15:04 PM
2020/07/10,5-10,3,125,02/02/2021 02:15:04 PM
2020/07/11,5-10,2,127,02/02/2021 02:15:04 PM
2020/07/12,5-10,2,129,02/02/2021 02:15:04 PM
2020/07/13,5-10,13,142,02/02/2021 02:15:04 PM
2020/07/14,5-10,8,150,02/02/2021 02:15:04 PM
2020/07/15,5-10,6,156,02/02/2021 02:15:04 PM
2020/07/16,5-10,4,160,02/02/2021 02:15:04 PM
2020/07/17,5-10,11,171,02/02/2021 02:15:04 PM
2020/07/18,5-10,6,177,02/02/2021 02:15:04 PM
2020/07/19,5-10,1,178,02/02/2021 02:15:04 PM
2020/07/20,5-10,4,182,02/02/2021 02:15:04 PM
2020/07/21,5-10,10,192,02/02/2021 02:15:04 PM
2020/07/22,5-10,2,194,02/02/2021 02:15:04 PM
2020/07/23,5-10,2,196,02/02/2021 02:15:04 PM
2020/07/24,5-10,2,198,02/02/2021 02:15:04 PM
2020/07/25,5-10,6,204,02/02/2021 02:15:04 PM
2020/07/26,5-10,3,207,02/02/2021 02:15:04 PM
2020/07/27,5-10,7,214,02/02/2021 02:15:04 PM
2020/07/28,5-10,1,215,02/02/2021 02:15:04 PM
2020/07/29,5-10,4,219,02/02/2021 02:15:04 PM
2020/07/30,5-10,6,225,02/02/2021 02:15:04 PM
2020/07/31,5-10,3,228,02/02/2021 02:15:04 PM
2020/08/01,5-10,2,230,02/02/2021 02:15:04 PM
2020/08/02,5-10,5,235,02/02/2021 02:15:04 PM
2020/08/03,5-10,2,237,02/02/2021 02:15:04 PM
2020/08/04,5-10,2,239,02/02/2021 02:15:04 PM
2020/08/05,5-10,6,245,02/02/2021 02:15:04 PM
2020/08/06,5-10,5,250,02/02/2021 02:15:04 PM
2020/08/07,5-10,5,255,02/02/2021 02:15:04 PM
2020/08/08,5-10,3,258,02/02/2021 02:15:04 PM
2020/08/09,5-10,4,262,02/02/2021 02:15:04 PM
2020/08/10,5-10,5,267,02/02/2021 02:15:04 PM
2020/08/11,5-10,7,274,02/02/2021 02:15:04 PM
2020/08/12,5-10,5,279,02/02/2021 02:15:04 PM
2020/08/13,5-10,6,285,02/02/2021 02:15:04 PM
2020/08/14,5-10,7,292,02/02/2021 02:15:04 PM
2020/08/15,5-10,4,296,02/02/2021 02:15:04 PM
2020/08/16,5-10,1,297,02/02/2021 02:15:04 PM
2020/08/17,5-10,4,301,02/02/2021 02:15:04 PM
2020/08/18,5-10,3,304,02/02/2021 02:15:04 PM
2020/08/19,5-10,11,315,02/02/2021 02:15:04 PM
2020/08/20,5-10,1,316,02/02/2021 02:15:04 PM
2020/08/21,5-10,4,320,02/02/2021 02:15:04 PM
2020/08/22,5-10,3,323,02/02/2021 02:15:04 PM
2020/08/23,5-10,6,329,02/02/2021 02:15:04 PM
2020/08/24,5-10,4,333,02/02/2021 02:15:04 PM
2020/08/25,5-10,3,336,02/02/2021 02:15:04 PM
2020/08/26,5-10,5,341,02/02/2021 02:15:04 PM
2020/08/27,5-10,5,346,02/02/2021 02:15:04 PM
2020/08/28,5-10,4,350,02/02/2021 02:15:04 PM
2020/08/29,5-10,3,353,02/02/2021 02:15:04 PM
2020/08/30,5-10,1,354,02/02/2021 02:15:04 PM
2020/08/31,5-10,1,355,02/02/2021 02:15:04 PM
2020/09/01,5-10,3,358,02/02/2021 02:15:04 PM
2020/09/02,5-10,2,360,02/02/2021 02:15:04 PM
2020/09/03,5-10,1,361,02/02/2021 02:15:04 PM
2020/09/04,5-10,6,367,02/02/2021 02:15:04 PM
2020/09/05,5-10,0,367,02/02/2021 02:15:04 PM
2020/09/06,5-10,0,367,02/02/2021 02:15:04 PM
2020/09/07,5-10,0,367,02/02/2021 02:15:04 PM
2020/09/08,5-10,3,370,02/02/2021 02:15:04 PM
2020/09/09,5-10,1,371,02/02/2021 02:15:04 PM
2020/09/10,5-10,1,372,02/02/2021 02:15:04 PM
2020/09/11,5-10,3,375,02/02/2021 02:15:04 PM
2020/09/12,5-10,5,380,02/02/2021 02:15:04 PM
2020/09/13,5-10,0,380,02/02/2021 02:15:04 PM
2020/09/14,5-10,5,385,02/02/2021 02:15:04 PM
2020/09/15,5-10,2,387,02/02/2021 02:15:04 PM
2020/09/16,5-10,5,392,02/02/2021 02:15:04 PM
2020/09/17,5-10,1,393,02/02/2021 02:15:04 PM
2020/09/18,5-10,4,397,02/02/2021 02:15:04 PM
2020/09/19,5-10,2,399,02/02/2021 02:15:04 PM
2020/09/20,5-10,0,399,02/02/2021 02:15:04 PM
2020/09/21,5-10,1,400,02/02/2021 02:15:04 PM
2020/09/22,5-10,0,400,02/02/2021 02:15:04 PM
2020/09/23,5-10,2,402,02/02/2021 02:15:04 PM
2020/09/24,5-10,7,409,02/02/2021 02:15:04 PM
2020/09/25,5-10,1,410,02/02/2021 02:15:04 PM
2020/09/26,5-10,1,411,02/02/2021 02:15:04 PM
2020/09/27,5-10,1,412,02/02/2021 02:15:04 PM
2020/09/28,5-10,4,416,02/02/2021 02:15:04 PM
2020/09/29,5-10,0,416,02/02/2021 02:15:04 PM
2020/09/30,5-10,3,419,02/02/2021 02:15:04 PM
2020/10/01,5-10,2,421,02/02/2021 02:15:04 PM
2020/10/02,5-10,0,421,02/02/2021 02:15:04 PM
2020/10/03,5-10,0,421,02/02/2021 02:15:04 PM
2020/10/04,5-10,0,421,02/02/2021 02:15:04 PM
2020/10/05,5-10,2,423,02/02/2021 02:15:04 PM
2020/10/06,5-10,2,425,02/02/2021 02:15:04 PM
2020/10/07,5-10,3,428,02/02/2021 02:15:04 PM
2020/10/08,5-10,1,429,02/02/2021 02:15:04 PM
2020/10/09,5-10,0,429,02/02/2021 02:15:04 PM
2020/10/10,5-10,0,429,02/02/2021 02:15:04 PM
2020/10/11,5-10,0,429,02/02/2021 02:15:04 PM
2020/10/12,5-10,2,431,02/02/2021 02:15:04 PM
2020/10/13,5-10,5,436,02/02/2021 02:15:04 PM
2020/10/14,5-10,1,437,02/02/2021 02:15:04 PM
2020/10/15,5-10,1,438,02/02/2021 02:15:04 PM
2020/10/16,5-10,0,438,02/02/2021 02:15:04 PM
2020/10/17,5-10,0,438,02/02/2021 02:15:04 PM
2020/10/18,5-10,0,438,02/02/2021 02:15:04 PM
2020/10/19,5-10,0,438,02/02/2021 02:15:04 PM
2020/10/20,5-10,1,439,02/02/2021 02:15:04 PM
2020/10/21,5-10,1,440,02/02/2021 02:15:04 PM
2020/10/22,5-10,2,442,02/02/2021 02:15:04 PM
2020/10/23,5-10,1,443,02/02/2021 02:15:04 PM
2020/10/24,5-10,1,444,02/02/2021 02:15:04 PM
2020/10/25,5-10,0,444,02/02/2021 02:15:04 PM
2020/10/26,5-10,1,445,02/02/2021 02:15:04 PM
2020/10/27,5-10,1,446,02/02/2021 02:15:04 PM
2020/10/28,5-10,4,450,02/02/2021 02:15:04 PM
2020/10/29,5-10,0,450,02/02/2021 02:15:04 PM
2020/10/30,5-10,1,451,02/02/2021 02:15:04 PM
2020/10/31,5-10,1,452,02/02/2021 02:15:04 PM
2020/11/01,5-10,1,453,02/02/2021 02:15:04 PM
2020/11/02,5-10,3,456,02/02/2021 02:15:04 PM
2020/11/03,5-10,4,460,02/02/2021 02:15:04 PM
2020/11/04,5-10,2,462,02/02/2021 02:15:04 PM
2020/11/05,5-10,1,463,02/02/2021 02:15:04 PM
2020/11/06,5-10,3,466,02/02/2021 02:15:04 PM
2020/11/07,5-10,1,467,02/02/2021 02:15:04 PM
2020/11/08,5-10,0,467,02/02/2021 02:15:04 PM
2020/11/09,5-10,3,470,02/02/2021 02:15:04 PM
2020/11/10,5-10,3,473,02/02/2021 02:15:04 PM
2020/11/11,5-10,4,477,02/02/2021 02:15:04 PM
2020/11/12,5-10,0,477,02/02/2021 02:15:04 PM
2020/11/13,5-10,7,484,02/02/2021 02:15:04 PM
2020/11/14,5-10,2,486,02/02/2021 02:15:04 PM
2020/11/15,5-10,4,490,02/02/2021 02:15:04 PM
2020/11/16,5-10,10,500,02/02/2021 02:15:04 PM
2020/11/17,5-10,4,504,02/02/2021 02:15:04 PM
2020/11/18,5-10,3,507,02/02/2021 02:15:04 PM
2020/11/19,5-10,5,512,02/02/2021 02:15:04 PM
2020/11/20,5-10,13,525,02/02/2021 02:15:04 PM
2020/11/21,5-10,0,525,02/02/2021 02:15:04 PM
2020/11/22,5-10,0,525,02/02/2021 02:15:04 PM
2020/11/23,5-10,2,527,02/02/2021 02:15:04 PM
2020/11/24,5-10,4,531,02/02/2021 02:15:04 PM
2020/11/25,5-10,7,538,02/02/2021 02:15:04 PM
2020/11/26,5-10,0,538,02/02/2021 02:15:04 PM
2020/11/27,5-10,4,542,02/02/2021 02:15:04 PM
2020/11/28,5-10,6,548,02/02/2021 02:15:04 PM
2020/11/29,5-10,6,554,02/02/2021 02:15:04 PM
2020/11/30,5-10,9,563,02/02/2021 02:15:04 PM
2020/12/01,5-10,12,575,02/02/2021 02:15:04 PM
2020/12/02,5-10,13,588,02/02/2021 02:15:04 PM
2020/12/03,5-10,7,595,02/02/2021 02:15:04 PM
2020/12/04,5-10,13,608,02/02/2021 02:15:04 PM
2020/12/05,5-10,11,619,02/02/2021 02:15:04 PM
2020/12/06,5-10,4,623,02/02/2021 02:15:04 PM
2020/12/07,5-10,13,636,02/02/2021 02:15:04 PM
2020/12/08,5-10,7,643,02/02/2021 02:15:04 PM
